"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3964028";"";"None";"None";"None";"None";"BDBM191701";"";"IC50";"'>'";"10000.0";"nM";"";"";"343267";"UO_0000065";"";"";"";"";"0";"CHEMBL3887577";"Radiometric Calcium Assay: The inhibition of TRPA1 receptor activation was measured as inhibition of allylisothiocyanate (AITC) induced cellular uptake of radioactive calcium. Test compounds were dissolved in DMSO to prepare 10 mM stock solution and then diluted using plain medium with 0.1% BSA and 1.8 mM CaCl2 to get desired concentration. Final concentration of DMSO in the reaction was 0.5% (v/v). Human TRPA1 expressing CHO cells were grown in F-12 DMEM medium with 10% FBS, 1% penicillin-streptomycin solution, and 400 ug/ml of G-418. Cells were seeded 24 h prior to the assay in 96 well plates so as to get 50,000 cells per well on the day of experiment. Cells were treated with test compounds for 10 min followed by addition of AITC at a final concentration of 30 micromolar and 5 uCi/ml 45Ca+2 for 3 min at 25° C. Cells were washed and lysed using buffer containing 1% Triton X-100, 0.1% deoxycholate and 0.1% SDS. Radioactivity in the lysate was measured in Packard Top count.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886359";"37";"BindingDB Database";"";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3945471";"";"None";"517.46";"1";"3.30";"BDBM191666";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(C(F)(F)F)c(F)c4F)cs3)nsc2n(C)c1=O";"IC50";"'>'";"10000.0";"nM";"";"";"343306";"UO_0000065";"";"";"";"";"0";"CHEMBL3887577";"Radiometric Calcium Assay: The inhibition of TRPA1 receptor activation was measured as inhibition of allylisothiocyanate (AITC) induced cellular uptake of radioactive calcium. Test compounds were dissolved in DMSO to prepare 10 mM stock solution and then diluted using plain medium with 0.1% BSA and 1.8 mM CaCl2 to get desired concentration. Final concentration of DMSO in the reaction was 0.5% (v/v). Human TRPA1 expressing CHO cells were grown in F-12 DMEM medium with 10% FBS, 1% penicillin-streptomycin solution, and 400 ug/ml of G-418. Cells were seeded 24 h prior to the assay in 96 well plates so as to get 50,000 cells per well on the day of experiment. Cells were treated with test compounds for 10 min followed by addition of AITC at a final concentration of 30 micromolar and 5 uCi/ml 45Ca+2 for 3 min at 25° C. Cells were washed and lysed using buffer containing 1% Triton X-100, 0.1% deoxycholate and 0.1% SDS. Radioactivity in the lysate was measured in Packard Top count.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886359";"37";"BindingDB Database";"";"2015";"CHEMBL3308072";"";"";""
"CHEMBL4463790";"";"None";"299.30";"0";"3.26";"7a";"COC(=O)c1ccccc1NC(=O)/C=C/c1ccc(F)cc1";"Activity";"'='";"85.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4347283";"Antagonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in calcium influx at 3 uM incubated for 10 mins prior to WS5 challenge by Fluo-4-AM dye based fluorescence assay relative to WS5";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346663";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL2442034";"";"None";"364.49";"0";"4.14";"36";"N[C@H]1CCC[C@@H](N(C(=O)c2ccccc2OCc2ccccc2)C2CC2)C1";"IC50";"'='";"2010.0";"nM";"5.70";"";"";"UO_0000065";"15.63";"0.29";"1.56";"10.25";"0";"CHEMBL2445667";"Inhibition of human TRPM8 (unknown origin) expressed in HEK293 cells assessed as inhibition of WS12-induced Ca2+ elevation by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2439990";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3307715";"";"";""
"CHEMBL2442030";"";"None";"378.52";"0";"4.39";"39";"N[C@H]1CCC[C@@H](N(CC2CC2)C(=O)c2ccccc2OCc2ccccc2)C1";"Kb";"'='";"665.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2445667";"Inhibition of human TRPM8 (unknown origin) expressed in HEK293 cells assessed as inhibition of WS12-induced Ca2+ elevation by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2439990";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3307715";"";"";""
"CHEMBL3682566";"";"None";"486.59";"1";"5.52";"BDBM151653";"Cc1c(N(Cc2ccc3c(c2)CCCC3)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"IC50";"'='";"4.7";"nM";"8.33";"";"291713";"UO_0000065";"17.11";"0.32";"2.81";"9.51";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682564";"";"None";"542.56";"2";"5.56";"BDBM151651";"Cc1c(N(Cc2ccc(OCC3CC3)c(F)c2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12.[Na+]";"IC50";"'='";"26.0";"nM";"7.58";"";"291711";"UO_0000065";"14.57";"0.28";"2.03";"7.84";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3687368";"";"None";"523.04";"2";"6.51";"BDBM151761";"Cc1c(N(Cc2sc3ccccc3c2Cl)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"IC50";"'='";"4.6";"nM";"8.34";"";"291821";"UO_0000065";"15.94";"0.33";"1.83";"9.52";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3687369";"";"None";"523.04";"2";"6.51";"BDBM151762";"Cc1c(N(Cc2cc3ccc(Cl)cc3s2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"IC50";"'='";"11.0";"nM";"7.96";"";"291822";"UO_0000065";"15.22";"0.31";"1.45";"9.09";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3687380";"";"None";"536.60";"2";"6.53";"BDBM151773";"Cc1c(N(Cc2ccc(C(F)(F)C3(C)CC3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"IC50";"'='";"1.0";"nM";"9.00";"";"291833";"UO_0000065";"16.77";"0.32";"2.47";"10.28";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3687399";"";"None";"560.55";"2";"5.93";"BDBM151792";"CCOc1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(C)c2ccccc12";"IC50";"'='";"7.2";"nM";"8.14";"";"291852";"UO_0000065";"14.53";"0.29";"2.21";"7.68";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3353576";"";"None";"497.93";"0";"4.85";"15c";"CN(C)C(=O)c1ccc(S(=O)(=O)N(Cc2ccccc2)c2ncc(C(F)(F)F)cc2Cl)cc1";"IC50";"'='";"67.0";"nM";"7.17";"";"";"UO_0000065";"14.41";"0.30";"2.32";"10.16";"0";"CHEMBL3383300";"Antagonist activity at human TRPM8 expressed in HEK293 cells assessed as inhibition of menthol induced Ca2+ influx";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351889";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307715";"";"";""
"CHEMBL3353605";"";"None";"538.94";"2";"5.22";"44";"CCn1ncc2cc(CN(c3ncc(C(F)(F)F)cc3Cl)S(=O)(=O)c3ccc(C(=O)O)cc3)ccc21";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"13.61";"0.28";"2.12";"6.96";"0";"CHEMBL3383300";"Antagonist activity at human TRPM8 expressed in HEK293 cells assessed as inhibition of menthol induced Ca2+ influx";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351889";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3307715";"";"";""
"CHEMBL4102033";"";"None";"339.42";"0";"3.46";"30";"Cc1ccc(OCC(=O)N(Cc2cccs2)c2ncccn2)cc1";"EC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"16.00";"0.31";"1.97";"9.82";"0";"CHEMBL4056645";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in intracellular calcium level after 15 mins by Fluo-3-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4064052";"";"None";"328.39";"0";"3.66";"32";"Cc1ccc(OCC(=O)N(Cc2cccs2)c2ccon2)cc1";"EC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"26.49";"0.52";"5.04";"15.65";"0";"CHEMBL4056645";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in intracellular calcium level after 15 mins by Fluo-3-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4103845";"";"None";"309.82";"0";"3.83";"55";"CCN(Cc1cccs1)C(=O)COc1ccc(Cl)cc1";"EC50";"'='";"39.0";"nM";"7.41";"";"";"UO_0000065";"23.91";"0.51";"3.58";"25.08";"0";"CHEMBL4056645";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in intracellular calcium level after 15 mins by Fluo-3-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4090221";"";"None";"303.43";"0";"3.87";"59";"CCN(Cc1cccs1)C(=O)C(C)Oc1ccc(C)cc1";"EC50";"'='";"889.0";"nM";"6.05";"";"";"UO_0000065";"19.94";"0.39";"2.18";"20.48";"0";"CHEMBL4056645";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in intracellular calcium level after 15 mins by Fluo-3-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4069157";"";"None";"317.45";"0";"4.26";"60";"CCN(Cc1cccs1)C(=O)C(C)(C)Oc1ccc(C)cc1";"EC50";"'='";"10988.0";"nM";"4.96";"";"";"UO_0000065";"15.62";"0.31";"0.70";"16.79";"0";"CHEMBL4056645";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in intracellular calcium level after 15 mins by Fluo-3-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4098873";"";"None";"289.40";"0";"3.22";"64";"CCN(Cc1cccs1)C(=O)C[C@@H](O)c1ccccc1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4056645";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in intracellular calcium level after 15 mins by Fluo-3-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4071518";"";"None";"273.34";"0";"2.15";"81";"CCN(Cc1cc[nH]n1)C(=O)COc1ccc(C)cc1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4056645";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in intracellular calcium level after 15 mins by Fluo-3-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4064391";"";"None";"353.45";"0";"3.57";"93";"O=C(COc1ccc2c(c1)CCC2)N(Cc1cccs1)c1ccn[nH]1";"EC50";"'='";"0.001";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4056645";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in intracellular calcium level after 15 mins by Fluo-3-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL5281182";"";"None";"340.81";"0";"3.42";"1";"Clc1ccc(-c2nnc(N3CCOCC3)n2-c2ccccc2)cc1";"EC50";"'='";"45000.0";"nM";"4.35";"";"";"UO_0000065";"12.75";"0.25";"0.93";"10.07";"0";"CHEMBL5253433";"Agonist activity at TRPM8 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"AGONIST";""
"CHEMBL2436830";"";"None";"140.19";"0";"1.80";"10";"Cc1cc(NC(C)C)no1";"EC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"49.93";"0.96";"5.20";"18.39";"0";"CHEMBL5253433";"Agonist activity at TRPM8 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"AGONIST";""
"CHEMBL2324349";"";"None";"523.53";"2";"6.46";"16";"Cc1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12";"IC50";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"16.50";"0.34";"2.18";"11.57";"0";"CHEMBL5253437";"Agonist activity at human TRMP8 expressed in HEK293 cells measured after 24 hrs of cold activation by patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 24.0 hr";"AGONIST";""
"CHEMBL5287633";"";"None";"433.55";"0";"4.51";"35";"COc1cc(CN(CCN)C(=O)NC(C)c2ccccc2)ccc1OCc1ccccc1";"IC50";"'='";"0.05";"nM";"10.30";"";"";"UO_0000065";"23.76";"0.44";"5.79";"13.41";"0";"CHEMBL5253449";"Antagonist activity at human TRPM8 expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"ANTAGONIST";""
"CHEMBL5282846";"";"None";"274.31";"0";"1.58";"41";"CCn1nnc(-c2sc(-c3cccnc3)nc2O)n1";"IC50";"'='";"1370.0";"nM";"5.86";"";"";"UO_0000065";"21.37";"0.42";"4.28";"6.54";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL4087839";"";"None";"374.43";"0";"3.65";"11a";"C=CCc1cc(OC)c(OC(C)C(O)c2ccc(O)c(OC)c2)c(OC)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4058252";"Agonist activity at full length recombinant human TRPM8 expressed in HEK293 cells assessed as increase in intracellular Ca2+ level pre-incubated for 5 mins by Fluo4-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052790";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4069984";"";"None";"402.49";"0";"4.69";"1";"C=CCc1cc(OC)c(OC(C)C(OCC)c2ccc(O)c(OC)c2)c(OC)c1";"EC50";"'='";"332.0";"nM";"6.48";"";"";"UO_0000065";"16.10";"0.31";"1.79";"9.76";"0";"CHEMBL4058252";"Agonist activity at full length recombinant human TRPM8 expressed in HEK293 cells assessed as increase in intracellular Ca2+ level pre-incubated for 5 mins by Fluo4-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052790";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4172741";"";"None";"513.48";"2";"5.18";"39";"CCCC(C)OC(=O)c1cnn(-c2ccc(-n3cc(-c4cccc(C(=O)O)c4)nn3)cc2)c1C(F)(F)F";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4158691";"Antagonist activity at TRPM8 (unknown origin) expressed in HEK cells assessed as inhibition of menthol -mediated calcium increase at 10 uM by fura-2-based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152384";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
